Status,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,attention1,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,electiontrust1,electiontrust2,electiontrust3,votesconf1,votesconf2,attention2,vf_thoughts,vf_happens,vf_white_collar,vf_elect2020,attention3,vf_problem,vf_concern,vf_solutions,vf_solutions_9_TEXT,irr1,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,irr2,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
IP Address,70.187.54.166,100,1362,TRUE,R_7e305aycV2eCoed,,,,,30.7806,-86.4965,anonymous,EN,0.899999976,8.44,8.44,10.219,1,"Yes, I consent",Male,25 - 34,White,No,High school degree or equivalent (e.g. GED),Single (never married),Self-employed,"$50,000 - $59,999",Independent,Liberal,Buddhist,2,92,100,100,100,Once in a while,Good,Most of the time,CORRECT,Increased a lot,Decreased a lot,Somewhat unlikely,Not at all,Run by a few big interests,All,Very accurately,Not at all,Occasionally,Somewhat confident,Somewhat unconfident,CORRECT,"I think it's irrelevant, I don't think it matters. It's the same government regardless of what side you vote for. They aren't really any different on any political topic, it's just varying degrees of the same thing. So it doesn't matter.",I think the real voter fraud is the election concept to begin with. ,Yes,Not at all,CORRECT,Not at all,It's not a significant concern,Educating voters about the voting process,,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Male,Male,Less than high school,High school diploma,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,No prior conviction,Prior conviction (not voting related),No,No
IP Address,67.86.112.70,100,655,TRUE,R_37goZ6tX8OSVfqx,,,,,40.5978,-74.0001,anonymous,EN,1,2.681,3.627,6.977,2,"Yes, I consent",Male,35 - 44,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed full time (30 or more hours per week),"$50,000 - $59,999",Strong Republican,Very Conservative,Roman Catholic,89,0,15,18,1,Once in a while,Fair,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,Not at all,Run by a few big interests,Most,Moderately accurately,A little,Occasionally,Neither confident or unconfident,Neither confident or unconfident,CORRECT,It enrages me to think about voter fraud. Laws should be followed and to should not be allowed to vote if you're ineligible to. I think about illegal immigrants who illegally vote.,I believe voter fraud is done in states that are neither republican or democrat. Illegal immigrants are brought in and are allowed to cast votes. The is corrupt people working for the election board and corrupt politicians.,Yes,A lot,CORRECT,A moderate amount,Only in closely contested elections,Secure voting systems,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Male,Male,College degree,Less than high school,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,74.87.138.18,100,2037,TRUE,R_35Wxs6uRlXlOsbT,,,,,37.6451,-84.7703,anonymous,EN,1,7.759,7.759,9.352,1,"Yes, I consent",Female,35 - 44,White,No,"Some college, no degree",Single (never married),Employed full time (30 or more hours per week),"$20,000 - $29,999",Strong Democrat,Very Liberal,Atheist,75,70,70,65,70,Once in a while,Fair,Once in a while,CORRECT,Kept the same as it is now,Decreased a little,Somewhat unlikely,A moderate amount,Run by a few big interests,About half,Very accurately,A great deal,Fairly often,Very confident,Very confident,CORRECT,I think of people with access to voting software or paper ballots who add or subtract votes at the behest of interested parties.,"I believe that voting software and/or paper ballots are unethically accessed. Votes may be artificially added, or legitimate votes could be altered or removed.",Yes,Not at all,CORRECT,A little,It's not a significant concern,Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Female,Male,College degree,Less than high school,Less than high school,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),No,No
IP Address,206.83.150.47,100,471,TRUE,R_3WSvQz5qAVXw9kD,,,,,38.337,-86.2086,anonymous,EN,0.899999976,3.819,3.819,5.072,1,"Yes, I consent",Female,55 - 64,White,No,High school degree or equivalent (e.g. GED),"Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$40,000 - $49,999",Strong Republican,Very Conservative,Protestant,100,0,0,0,0,Never,Very Poor,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,A little,Run by a few big interests,Most,Not at all accurately,A little,Occasionally,Somewhat unconfident,Somewhat unconfident,CORRECT,I think it is morally wrong for them do vote when they are ineligible ,People vote and the polling stations do not get the information from them needed to show they are ineligible,Yes,A lot,CORRECT,A lot,"Always, even when there is no evidence",Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Male,Male,Less than high school,High school diploma,Less than high school,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,72.199.169.177,100,2617,TRUE,R_5bSjtnbDSQCpixz,,,,,32.7453,-117.2449,anonymous,EN,1,1.289,3.888,4.887,4,"Yes, I consent",Female,25 - 34,Other,Yes,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed part time (29 or less hours per week),"Less than $19,999",Not very strong Republican,Conservative,Protestant,50,50,55,50,65,Once in a while,Very Poor,Never,CORRECT,Decreased a little,Kept the same as it is now,Neither likely nor unlikely,A little,Run by a few big interests,About half,Very accurately,A great deal,Rarely,Very confident,Somewhat confident,CORRECT,I think about people not being honest about voting counts in order to sway it one way,"I think people miscalculate votes or misread things, although I am not sure how often it happens.",Yes,Not at all,CORRECT,A little,It's not a significant concern,Secure voting systems,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Male,Female,Less than high school,College degree,High school diploma,Syria,Syria,Syria,Syria,Syria,Syria,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,76.98.203.95,100,1641,TRUE,R_1Mhehta2wcn9mkd,,,,,39.9597,-75.1995,anonymous,EN,0.899999976,0.825,3.12,3.854,3,"Yes, I consent",Male,45 - 54,Black or African American,No,"Associate degree (e.g. AA, AS)",Single (never married),Employed full time (30 or more hours per week),"$40,000 - $49,999",Independent,Very Liberal,Nothing in particular,12,91,24,20,22,Never,Poor,Never,CORRECT,Decreased a lot,Decreased a little,Extremely likely,Not at all,Run by a few big interests,Most,Very accurately,A lot,Fairly often,Somewhat confident,Somewhat confident,CORRECT,I think the ones commiting voter fraud should be punished ,I think it is minimal and not overblown as it is stated amongst certain media outlets and a certain party,Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Non-partisan commissions that oversee elections,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Male,Male,High school diploma,College degree,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,47.199.12.222,100,1092,TRUE,R_3KJa4qNFAhY6L4U,,,,,27.3678,-82.5253,anonymous,EN,1,4.308,5.295,88.184,2,"Yes, I consent",Female,25 - 34,White,No,"Some college, no degree","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"$50,000 - $59,999",Strong Republican,Conservative,Other,90,90,90,90,50,Once in a while,Good,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,Not at all,Run by a few big interests,Most,Moderately accurately,A moderate amount,Occasionally,Somewhat confident,Somewhat confident,CORRECT,"I think of extremists from the far left or the far right choosing to put their freedom on the line in order to skew votes toward whatever candidate they think will change things toward their favor. I think of the suitcases filled with ballots voting for Trump found along rivers, I think of the water main break scandal that happened during the last election and I think of the plywood put over windows while votes were being counted. I think all of those examples were voter fraud.","I know for a fact that it is always at least attempted, the question is did anyone get away with it enough to skew the results? So my answer is yes, and one example would be deceased people being proven to have voted for Biden and empty abandoned warehouses being used as an address for some Biden voters. There are videos online of people showing up to those abandoned places to prove fraud happened. ",Yes,Somewhat,CORRECT,A lot,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Female,Male,High school diploma,College degree,College degree,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,73.212.136.182,100,578,TRUE,R_2VJeSnxZEvS2kId,,,,,39.1407,-77.1917,anonymous,EN,1,6.48,6.48,7.287,1,"Yes, I consent",Female,25 - 34,Black or African American,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$70,000 - $79,999",Strong Democrat,Very Liberal,Protestant,34,53,41,38,57,Once in a while,Excellent,Most of the time,CORRECT,Kept the same as it is now,Increased a little,Somewhat likely,A moderate amount,Run by a few big interests,Most,Moderately accurately,A little,Rarely,Somewhat unconfident,Somewhat unconfident,CORRECT,They should be jailed as they are the reason these corrupt politicians remain in office. ,I don't think it's fraud at all and I think it's done intentionally by campaigns and swept under the rug when it's convenient. ,No,Somewhat,CORRECT,A lot,"Always, even when there is no evidence",Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Female,Male,Less than high school,Less than high school,Less than high school,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,65.31.228.243,100,406,TRUE,R_7ZErbCu1tNR2Tpi,,,,,44.5523,-88.0825,anonymous,EN,1,2.865,2.865,3.59,1,"Yes, I consent",Male,18 - 24,White,No,"Some college, no degree",Single (never married),Employed part time (29 or less hours per week),"Over $100,000",Strong Republican,Very Conservative,Roman Catholic,100,0,52,25,7,Once in a while,Very Poor,Once in a while,Wisconsin,Decreased a lot,Increased a lot,Extremely likely,A little,Run by a few big interests,About half,Moderately accurately,Not at all,Never,Very confident,Unconfident,CORRECT,"i think voter fraud is unacceptable. our country needs fair elections. absentee ballots need to go, im sure they cause a lot of fraud","look at the 2020 election, democrats were bringing in suitcases, coolers, etc full of biden votes, many of which were from dead people",Yes,A lot,CORRECT,Somewhat,"Always, even when there is no evidence",Secure voting systems,,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Female,Male,Less than high school,High school diploma,Less than high school,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,24.63.162.194,100,1262,TRUE,R_7du5htlaWNQJHh4,,,,,42.366,-71.2271,anonymous,EN,1,0.806,8.982,9.782,15,"Yes, I consent",Male,65 or older,White,No,"Some college, no degree",Single (never married),Retired,"Less than $19,999",Strong Democrat,Very Liberal,Agnostic,80,70,50,50,40,Once in a while,Fair,Once in a while,Massachusetts,Decreased a lot,Kept the same as it is now,Extremely likely,Somewhat,Run by a few big interests,A few,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,"I think of it as a completely made up issue by Republicans to rally their base and draw attention to results that they don't like.  I believe that it barely exists and certainly never in a large enough measure to change the results of any election at the local, state or federal level.",I don't think that it happens. Republicans come up with elaborate fantasies of how they claim it might happen or has happened but I believe it is all nonsense. ,Yes,Not at all,CORRECT,Not at all,It's not a significant concern,Secure voting systems,,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Female,Female,High school diploma,College degree,College degree,China,China,China,China,China,China,Broken English,Broken English,No prior conviction,No prior conviction,Yes,Yes
IP Address,97.116.8.247,100,1519,TRUE,R_6Aufa4phdTXWq1r,,,,,45.0139,-93.1545,anonymous,EN,1,566.232,569.32,570.053,3,"Yes, I consent",Male,35 - 44,White,No,"Associate degree (e.g. AA, AS)",Single (never married),Self-employed,"Less than $19,999",Lean Republican,Conservative,Agnostic,60,15,20,25,5,Once in a while,Poor,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,Not at all,Run by a few big interests,Most,A little accurately,A little,Rarely,Somewhat unconfident,Unconfident,CORRECT,"The first thing that comes to mind is that in tossup states, where a relatively small amount of votes could change the outcome, voter fraud is likely to be a more severe problem. Corrupt officials will likely try to ensure that people who aren't qualified to vote will cast ballots in favor of their preferred party or candidate, with some bribery likely involved.",I would assume that officials allow those who aren't qualified to vote are given ballots. It requires a certain level of institutional corruption.,Yes,A moderate amount,CORRECT,A moderate amount,Only in closely contested elections,Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Male,Male,High school diploma,Less than high school,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,68.59.229.41,100,933,TRUE,R_7kYznG5e8vKO9Jg,,,,,34.6902,-85.2567,anonymous,EN,1,80.729,80.729,85.454,1,"Yes, I consent",Female,65 or older,White,No,"Some college, no degree",Divorced,Retired,"$30,000 - $39,999",Not very strong Republican,Conservative,Protestant,75,59,58,57,44,Once in a while,Very Poor,Once in a while,CORRECT,Decreased a little,Increased a lot,Neither likely nor unlikely,A little,Run by a few big interests,A few,Very accurately,A great deal,Rarely,Somewhat confident,Somewhat unconfident,CORRECT,I think of absentee ballots being completed by someone other than the intended user.,"Potential voters are not screened as they should be, allowing fraud to happen.",Yes,A moderate amount,CORRECT,A moderate amount,"Always, even when there is no evidence",Non-partisan commissions that oversee elections,,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Female,Female,Less than high school,College degree,High school diploma,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
