"Duration..in.seconds.","Finished","consent","state","gender","age","pid7","employment_status","employment_type","income","educ","ideo5","race","race_commitment","citizenship","american_commitment","other_commitment","expert_mistrust1","expert_mistrust2","attention_check1","authoritarianism1","authoritarianism2","authoritarianism3","authoritarianism4","ethnocentrism_1","ethnocentrism_2","ethnocentrism_3","ethnocentrism_4","ethnocentrism_5","ethnocentrism_6","stereotype_lazy_1","stereotype_lazy_2","stereotype_lazy_3","stereotype_lazy_4","stereotype_lazy_5","stereotype_lazy_6","stereotype_violent_1","stereotype_violent_2","stereotype_violent_3","stereotype_violent_4","stereotype_violent_5","stereotype_violent_6","stereotype_unintelli_1","stereotype_unintelli_2","stereotype_unintelli_3","stereotype_unintelli_4","stereotype_unintelli_5","stereotype_unintelli_6","egalitarianism1","egalitarianism2","egalitarianism3","attention_check2","monitor1","monitor2","monitor3","anti.elitism1","anti.elitism2","anti.elitism3","attention_check3","mcheck_open","mcheck_closed","persuasion_check","threat_check","diversity1","diversity2","diversity3","diversity4","diversity5","diversity6","MC_cultural1","MC_cultural2","MC_cultural3","MC_cultural4","MC_social1","MC_social2","MC_social3","MC_social4","MC_diversitycons1","MC_diversitycons2","MC_diversitycons3","MC_diversitycons4","MC_equity1","MC_equity2","MC_equity3","MC_equity4","open_ended","respondent_reaction","exp_condition"
1273,1,1,45,0,2,2,1,1,6,5,4,7,2,1,5,NA,2,2,72,1,1,1,1,60,80,90,60,90,60,3,3,2,2,2,2,3,3,3,2,2,3,2,3,2,3,3,2,4,4,2,1,4,4,2,4,2,4,5,"The commentary compares two providers: Provider A offers three free months but a higher monthly cost, while Provider B is cheaper per month with no discounts. The decision depends on the initial savings versus long-term costs.",1,4,4,4,2,2,2,4,4,4,4,4,4,4,2,2,2,4,2,4,2,4,2,2,4,"I believe living in a community where most people share similar racial backgrounds can offer a sense of belonging, but it may also limit exposure to diverse perspectives and experiences.","The commentary was realistic","Control"
745,1,1,14,1,3,2,2,1,5,5,2,2,5,1,4,NA,1,1,72,0,0,0,0,50,80,60,70,70,70,4,1,4,3,2,1,5,1,4,3,2,3,4,1,4,3,3,3,1,1,1,1,2,3,2,1,5,5,5,"Penguins were discovered in the Antarctic and named after his wife. They are the smallest penguin species in the Antarctic. Their most unique features are their eyes which have clashing white and black within them.",4,3,1,2,2,2,2,5,2,1,1,1,2,3,3,1,2,5,1,2,2,1,1,1,1,"Sounds interesting, though I don't have much experience in such an environment. Single family homes sure that sounds fine. Apartments or town houses I think that is to close for comfort so to speak.","I was debating 50/50 on if it was fake or not. Part of me wanted to look it up to verify if it was true or not.","Control"
573,1,1,5,1,1,5,2,0,5,3,3,2,2,1,4,NA,2,3,72,1,0,0,1,50,60,40,60,50,50,5,6,3,5,5,6,3,3,5,4,4,5,3,2,4,4,4,5,3,3,2,1,2,1,2,4,4,4,5,"The text talked about how diversity had been a failure. With certain groups at the top and others at the bottom.",1,1,1,4,2,2,1,3,4,3,2,4,3,4,2,1,3,4,3,3,2,3,2,2,2,"","","TreatmentB-HardSell"
1275,1,1,45,1,4,1,1,0,2,4,2,7,4,1,5,NA,5,5,72,1,1,1,1,70,70,100,100,80,50,4,4,7,6,5,7,4,4,7,7,4,4,4,4,4,4,4,4,3,5,1,1,1,3,1,1,1,1,5,"The story is about political leaders and how they tend to act",2,2,2,2,2,2,3,2,2,1,1,1,1,3,1,1,3,2,3,2,3,2,1,2,1,"It sounds quite exciting and natural.","no reaction whatsoever","TreatmentB-HardSell"
617,1,1,48,1,1,3,5,NA,3,3,2,2,2,1,2,NA,3,2,72,1,1,0,0,70,70,70,60,100,80,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,2,4,4,3,5,"I thought it was racist ethnonationalist sentiment. Mentioning races like animals and not people.seemed to be white supremacist content.",1,1,1,3,3,3,4,3,2,2,1,3,2,1,3,1,2,2,2,3,3,1,1,1,1,"I don’t mind it. Ideally the community is unified and not a lot of conflict happens, could be a good cultural hub","It was pretty racist I didn’t like it. Reminded me of alt right content. ","TreatmentB-HardSell"
1326,1,1,5,1,1,2,2,1,2,3,2,2,3,1,3,NA,1,1,72,0,0,1,0,50,70,50,50,50,50,4,6,4,4,4,6,4,4,3,4,4,4,4,5,4,4,4,4,1,4,2,1,3,2,1,2,5,4,5,"It was saying that people should live with their own groups so that diversity is preserved. This is important because each group has their own set of special skills.",1,2,1,1,1,1,1,1,4,1,1,1,3,1,1,3,1,4,4,2,3,3,3,3,3,"I'd feel more comfortable living there but I think living in a sheltered place won't prepare me for the rest of the world.","I don't agree with what it says. I can see the point its trying to make, but it just sounds like segregation to me.","TreatmentA-SoftSell"
1019,1,1,5,1,4,5,1,1,5,3,4,2,2,1,4,NA,4,5,72,1,1,0,1,60,90,70,80,60,70,2,1,3,2,5,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,1,1,2,1,4,2,1,5,"Information about a specific type of penguin discovered by a French man in the 1840's. It gave a description of characteristics including height, weight, color, and their unique eyes. He named them after his wife Adele.",4,3,1,3,2,2,4,4,4,3,2,4,3,3,3,2,2,4,4,4,4,1,1,1,1,"I don't really care that much about it. I prefer that people have common values. Racial background can be interesting to learn about in the sense that other cultures are unique. It doesn't play a big part in how I feel about society though.","It was interesting to learn about that species of penguin. I enjoyed all of the details given.","Control"
745,1,1,45,1,5,4,1,1,5,6,3,4,3,1,4,NA,4,4,57,1,0,0,1,80,80,80,80,80,80,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,4,4,1,1,1,2,4,4,4,3,5,"Diversity of race and cultures enriches a country,'s culture and shows that we are all equal",1,3,2,2,1,2,2,2,2,3,3,4,3,4,2,4,2,3,4,2,3,1,1,1,5,"Similar racial backgrounds does not mean tjat evrything is going to be right. What matters is how people think, the more equkly thinkers will get along bettee","We need difgerent cuktures to learn and appreciate eqch other, but a country's cukture shoukd be preserved...","TreatmentC-ProDiversity"
847,1,1,5,1,2,4,1,1,4,5,3,2,4,1,4,NA,1,3,45,0,0,0,0,50,100,50,50,50,50,4,7,4,4,4,4,2,7,2,4,4,4,4,5,4,4,4,4,1,1,1,1,1,3,2,4,3,3,3,"Racial equality is facing challenges recently and minorities are being worse off",3,2,2,1,2,1,1,4,3,1,1,2,1,5,1,2,1,1,2,3,2,1,1,1,1,"I think it makes people more comfortable ","I don't have special feelings. I am used to those ideas","TreatmentA-SoftSell"
506,1,1,10,0,1,4,3,NA,4,5,3,2,3,1,2,NA,2,3,72,1,1,0,0,50,50,50,50,50,50,3,3,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,1,2,3,2,4,5,4,5,"everyone should live in an ethno state ",2,1,1,3,3,3,2,1,1,2,3,2,3,3,2,3,3,3,2,3,2,1,1,1,1,"Not good, I think being around all cultures is good for everyone. It makes you more accepting of everyone","I had no reaction","TreatmentB-HardSell"
853,1,1,5,0,2,1,3,NA,2,4,2,2,3,1,3,NA,2,4,72,1,0,1,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,2,1,4,4,4,5,"The writer is saying people of certain races possess specific traits or qualities that others races do not, so they should be treated differently or not be given special treatment because they are a threat to other cultures.",1,1,1,1,1,1,1,5,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,"I don't mind as long as it is not being forced.","annoyed","TreatmentA-SoftSell"
556,1,1,5,0,2,1,1,1,6,7,2,2,4,1,2,NA,1,3,72,1,1,0,0,40,90,50,50,50,70,4,2,2,5,3,2,4,3,6,5,4,4,3,2,5,5,5,5,2,2,2,1,4,2,2,2,4,3,5,"it is beneficial to allow racial diversity to enter our society as we will learn more about others and ourselves through interactions with other diversity.",3,3,1,1,1,1,1,3,4,1,1,4,1,3,2,2,1,3,2,2,2,1,2,1,1,"I feel like it will be definitely be a safe and comfortable place for immigrants in the older age group but living in a community like that for younger people will just keep them too sheltered","","TreatmentC-ProDiversity"
600,1,1,5,1,3,3,1,0,5,5,1,2,3,1,3,NA,1,2,72,0,0,0,0,60,80,60,60,60,60,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,2,2,2,4,4,4,"Someones view that treating groups as equals is detrimental to said groups because races of people are inherently different and have different lifestyles. ",1,2,1,1,1,1,1,5,1,2,1,1,2,2,2,1,2,2,1,2,3,1,1,1,1,"I have no problems living in a community where most people share similar racial backgrounds. It may be a little comforting too. ","","TreatmentA-SoftSell"
1023,1,1,5,1,2,7,1,1,3,5,1,2,5,1,5,NA,1,1,72,1,1,1,1,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,1,1,1,5,"It is good that now we have racial diversity which has lead to equality and being able to live together as one people.",3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","","TreatmentC-ProDiversity"
810,1,1,11,0,4,4,4,NA,7,3,4,8,1,1,1,NA,4,4,72,1,1,1,0,50,70,40,50,40,50,5,5,4,5,4,5,5,6,4,6,4,4,4,4,5,4,5,5,3,3,3,2,1,3,2,4,4,4,4,"Diversity is good to enrich the society ",3,3,1,2,3,2,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,1,2,"Depend on situation","Too broad ","TreatmentC-ProDiversity"
1329,1,1,31,1,3,1,1,1,5,7,5,2,4,1,5,NA,2,5,72,1,1,1,1,100,100,100,100,100,100,3,3,3,2,2,1,5,3,6,5,3,2,5,6,5,6,5,5,3,4,1,1,1,1,2,1,2,2,5,"The key thing about the commentary is that diversity is not all that it it cracked up to be. The things that diversity tend to address almost always tends increase more differences.",3,1,2,1,1,1,1,5,2,2,1,2,1,4,2,1,1,1,1,1,1,1,1,2,2,"I feel is great for cohesion","i understand it but i dont align fully with what it proposes","TreatmentA-SoftSell"
388,1,1,14,1,2,2,2,0,7,4,1,2,4,1,3,NA,2,4,72,0,0,0,0,80,80,80,30,90,70,2,2,2,4,2,3,2,1,4,5,3,2,2,2,2,3,2,4,1,1,1,1,2,1,2,5,5,5,5,"Diversity has benefited society. Immigration will increase diversity. ",3,3,1,1,1,2,1,3,1,1,1,2,1,5,2,1,3,1,1,3,1,1,1,1,1,"I'd be fine either way. ","I agreed with it. It was surprising since I see so much hate against diversity. ","TreatmentC-ProDiversity"
1295,1,1,11,1,2,7,2,1,4,5,4,2,4,1,4,NA,2,2,72,1,1,1,1,50,80,70,90,60,40,4,2,3,1,3,3,4,3,4,3,3,5,4,3,4,2,3,4,4,3,2,2,3,4,4,2,2,1,5,"Adelie penguins are smallest species found in the Antartic . They are all black on the head, back and throat with snowy white feathers on their bellies.",4,4,1,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,"I feel a bit okay","Good","Control"
1148,1,1,33,1,4,2,1,1,6,5,2,2,3,1,2,NA,2,3,72,1,0,1,0,50,90,70,80,50,60,2,1,3,2,4,2,4,1,6,3,2,2,4,2,3,2,4,3,3,1,3,1,2,3,2,4,4,3,5,"Adele penguins are small Antarctic animals with black back, head, neck, and a white belly.  What standouts are their eyes, with white rings around black iris - which makes them look like a cartoon character..",4,4,1,3,1,1,2,2,2,2,1,4,2,2,2,1,2,2,3,3,1,2,2,3,3,"I would feel comfortable in many ways - just because people might have shared experiences or traditions, and deep down, we're all just humans.  But I also think it is important to have diversity, because you learn more and grow when you are around people from different backgrounds.  Having said this, I think it is also important for different groups to assimilate to some degree, while maintaining their culture background.  This helps to further unify a community.  An example of this is how Sweden has programs that help immigrants learn the language, customs, etc - so there is less challenges with integrating.. but also keeping their culture..","I was fine with it - pretty much neutral.  ","Control"
1243,1,1,48,1,3,6,1,1,5,5,4,3,5,1,5,NA,2,4,72,1,0,1,0,80,80,100,80,80,80,4,1,3,3,3,1,2,1,3,5,5,4,5,1,2,3,3,2,5,4,1,1,2,1,1,2,4,2,5,"Racial diversity is a failed experiment that clearly shows winners and losers. Policies to address this make them worst instead because of the biological differences between the racial groups. Diversity will continue to grow because of immigration. Everybody is better of living a separate ethno-states to protect their way of life. ",2,2,1,1,1,1,1,2,1,1,1,2,2,3,1,1,1,2,2,2,1,1,1,1,5,"I think living with people with similar racial backgrounds foster that oneness and more understanding within the community. ","I think while the points is valid. we also look at the options of respecting people culture and learning about it at will. Forcing people to conform to a type of culture will lead to more resistance. But clear respect for ones another will foster more unity.","TreatmentB-HardSell"
627,1,1,5,1,2,3,1,0,1,5,3,7,3,1,5,NA,2,2,72,0,0,0,1,30,30,50,100,100,0,5,4,3,5,7,1,5,4,5,7,7,3,5,4,3,4,5,5,5,4,2,1,2,3,4,2,4,3,4,"The commentary argues that racial diversity benefits society by fostering fairness and equality. It suggests that policies aimed at addressing group inequalities should recognize the unique skills and perspectives different racial groups bring. The commentary also highlights that diversity will continue to grow due to immigration and that ignoring conversations about it prevents opportunities for learning and understanding. It concludes that an inclusive society, which protects all ways of life, enriches culture and benefits everyone.",3,2,4,4,3,2,3,1,2,3,3,1,4,3,3,1,4,5,4,4,2,4,2,3,2,"I believe living in a community where most people share similar racial backgrounds might offer comfort and familiarity for some, but it could also limit exposure to diverse perspectives and experiences. A more diverse community could foster greater understanding, creativity, and mutual respect, leading to stronger social bonds and a broader view of the world. ","My reaction to the commentary was that it highlights the importance of embracing diversity and the value of inclusivity in society. It suggests that diversity, whether through race, culture, or background, can lead to a more equal and fair society by broadening opportunities for learning and growth. The commentary seems to advocate for recognizing the strengths that come from diverse perspectives and the importance of policies that address inequalities while promoting unity","TreatmentC-ProDiversity"
829,1,1,45,1,2,4,3,NA,1,3,3,4,3,1,3,NA,3,4,72,1,1,1,0,80,80,70,70,70,70,1,1,3,2,3,1,2,1,3,2,2,2,2,1,3,2,3,2,3,4,2,1,1,1,2,4,2,2,5,"That racial diversity is important as it helps in understanding and reconciling different groups. Especially as we think of them as different but in reality they have similarities between all of them. If we close ourselves off from diversity we will never be able to truly understand these similarities we have between each other.",3,3,1,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,"It would be perfectly fine as I know the people around me have the same cultural background. It wouldn't really make a difference whether I was part of the community or not it would still be the same.","I agreed with what was stated as people we don't really like to be part of what we don't truly understand. If we truly understood that even with different cultural backgrounds there are still similarities which unite us in our thinking and way of life. ","TreatmentC-ProDiversity"
1284,1,1,45,0,2,7,1,1,1,7,5,3,5,1,5,NA,2,5,72,1,1,1,1,90,90,90,90,90,90,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,4,4,1,1,4,4,4,2,4,2,5,"People from different races should be treated equally
Since immigrants will keep on coming to America, cultures will continue to increase and therefore blending should be allowed.",3,5,1,4,1,2,1,1,1,1,1,2,2,4,2,1,1,2,4,2,4,2,2,2,2,"It feels good since people understand their origin, and history and are able to solve their differences as they occur.","I liked it since it addressed the key issues concerning the diversity in races.","TreatmentA-SoftSell"
843,1,1,28,0,3,5,2,1,2,3,4,4,4,1,4,NA,3,5,72,1,1,1,0,80,80,80,80,80,80,2,1,3,3,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,3,2,3,3,2,5,"An Explorer/researcher who the first discovered the smallest species of penguins. They are black and white with a white ring around the iris of their eyes and found in Antarctica. They are named them after the Explorers wife Adele.",4,4,1,1,2,1,1,2,2,2,2,4,2,2,2,1,3,1,3,3,3,2,3,2,3,"It doesn't bother me.","Indifferent.","Control"
1458,1,1,49,0,2,7,1,1,3,6,4,7,4,1,4,NA,4,5,72,1,1,0,1,80,80,80,80,80,80,3,3,4,2,2,2,3,5,5,2,3,3,5,5,3,2,6,2,1,5,1,1,2,4,4,1,4,1,5,"racial diversity is a failed experiment. policies meant to address group inequality make them worse by ignoring biological differences between racial groups.",2,4,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,4,5,1,1,1,1,1,"i feel comfortable","","TreatmentB-HardSell"
827,1,1,25,1,1,7,5,NA,4,4,4,3,4,1,4,NA,4,4,72,0,0,0,0,60,30,70,10,30,50,5,2,6,2,5,3,3,5,6,2,3,5,3,2,5,2,2,3,3,4,2,4,4,3,3,4,4,4,4,"I think i can summarize this by saying that most people tend to be rupublican",2,3,3,3,4,3,2,4,4,2,3,4,2,4,3,4,2,2,4,2,4,2,4,2,2,"I think this is the best feeling ever.","I was somehow happy.","TreatmentB-HardSell"
524,1,1,10,1,3,2,1,1,6,6,2,2,5,1,5,NA,4,5,72,0,0,0,0,30,80,20,40,70,100,2,1,4,4,3,1,5,1,4,4,3,1,3,1,4,4,4,1,1,1,1,1,4,4,4,2,3,3,5,"diversity creates group conflict, worsened by misguided policies. Also, cultural differences are irreconcilable and suggests people thrive best in communities with their own racial group.",3,4,3,3,3,3,3,4,4,3,4,5,2,4,4,2,2,4,2,3,3,2,2,2,2,"I feel ti is okay but it hinders them from understanding other perspectives.","I felt it was okay but it was the author's take and I may not completely agree with them.","TreatmentA-SoftSell"
1527,1,1,18,1,1,7,2,1,2,5,2,3,4,1,4,NA,2,4,63,1,1,1,1,70,80,90,90,90,70,2,2,1,1,1,1,5,3,2,2,1,1,3,3,2,2,1,2,2,4,2,1,2,1,2,2,4,3,1,"people focus more on race differences and the writer says that since there are immigrants racial diversity will grow and the immigrant might affect the way of life of the citizens of the place. to protect the way of people's life everyone should stay in there state",2,3,3,2,2,1,3,4,4,2,1,4,1,4,4,1,2,4,4,2,2,1,1,1,2,"it is good because people will tend to understand each other better which contributes to peace in the country","he made sense. i loved it","TreatmentB-HardSell"
688,1,1,24,1,3,3,1,1,6,4,2,2,3,1,3,NA,2,3,45,0,0,0,0,80,90,80,80,80,80,3,2,3,3,3,4,3,2,3,2,2,3,3,3,3,3,3,3,2,1,1,1,2,4,3,5,4,3,5,"It argues for how a more diverse and inclusive society is a better one for everyone.  Because we can grow and learn from others from other cultures and backgrounds it allows us to expand our own way of thinking.  This is a stance that I agree with.  ",3,4,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,"I could deal with it I suppose but I always lived in an environment where racial diversity was always a thing.  I have always found myself comfortable in a diverse environment.  Sure, conflicts sometimes arise but that is always going to come up from time to time regardless of the backgrounds of people.  ","I was in agreement with the commentary.  ","TreatmentC-ProDiversity"
1439,1,1,33,1,4,4,1,1,5,4,3,2,5,1,2,NA,3,4,72,0,0,0,1,60,90,0,50,60,60,2,1,7,2,2,3,3,1,7,6,2,3,4,1,7,3,5,5,3,3,2,1,2,5,4,5,5,5,5,"This post suggests that interracial societies are not sustainable and they want you to believe racism has nothing to do with it.",1,3,2,2,3,1,2,5,5,2,1,3,2,3,2,4,2,5,3,3,3,3,3,3,3,"I would embrace living with other people that look like me. In fact I prefer it! ","I had mixed feelings. As a POC myself and a legal immigrant from South Korea I feel cheated whenever I see the shortcuts to citizenship that are provided now days. I grew up in small town America, attended public schools and maintained my GPA for all 12 years of education. I learned about all the wars we fought and even served myself. So it really bothers me when someone can just be granted citizenship and receive voting rights when they can't even name our first president. I disagree however that racism isn't the baseline motive for this persons argument. Lately it seems that racists think if they deny being racists enough times people will believe it which is very offensive.","TreatmentB-HardSell"
